# nhpx, l , b
6620, 176.1841, -47.6022
6621, 176.1856, -47.5879
6622, 176.1628, -47.6035
6623, 176.1643, -47.5892
6624, 176.1321, -47.6910
6625, 176.1337, -47.6767
6626, 176.1108, -47.6923
6627, 176.1124, -47.6780
6628, 176.1353, -47.6623
6629, 176.1368, -47.6479
6630, 176.1139, -47.6636
6631, 176.1155, -47.6492
6632, 176.0895, -47.6936
6633, 176.0911, -47.6792
6634, 176.0681, -47.6949
6635, 176.0697, -47.6805
6636, 176.0926, -47.6649
6637, 176.0942, -47.6505
6638, 176.0713, -47.6662
6639, 176.0729, -47.6518
6640, 176.1384, -47.6336
6641, 176.1399, -47.6192
6642, 176.1171, -47.6348
6643, 176.1186, -47.6205
6644, 176.1415, -47.6048
6645, 176.1431, -47.5904
6646, 176.1202, -47.6061
6647, 176.1218, -47.5917
6648, 176.0958, -47.6361
6649, 176.0974, -47.6218
6650, 176.0745, -47.6374
6651, 176.0761, -47.6230
6652, 176.0989, -47.6074
6653, 176.1005, -47.5930
6654, 176.0776, -47.6087
6655, 176.0792, -47.5943
6656, 176.0084, -48.0410
6657, 176.0100, -48.0267
6658, 175.9869, -48.0423
6659, 175.9885, -48.0279
6660, 176.0116, -48.0123
6661, 176.0132, -47.9979
6662, 175.9901, -48.0136
6663, 175.9917, -47.9992
6664, 175.9654, -48.0436
6665, 175.9670, -48.0292
6666, 175.9439, -48.0448
6667, 175.9456, -48.0304
6668, 175.9687, -48.0148
6669, 175.9703, -48.0005
6670, 175.9472, -48.0161
6671, 175.9488, -48.0017
6672, 176.0148, -47.9836
6673, 176.0164, -47.9692
6674, 175.9934, -47.9848
6675, 175.9950, -47.9705
6676, 176.0180, -47.9548
6677, 176.0196, -47.9405
6678, 175.9966, -47.9561
6679, 175.9982, -47.9417
6680, 175.9719, -47.9861
6681, 175.9735, -47.9717
6682, 175.9505, -47.9873
6683, 175.9521, -47.9730
6684, 175.9752, -47.9573
6685, 175.9768, -47.9430
6686, 175.9537, -47.9586
6687, 175.9553, -47.9442
6688, 175.9225, -48.0461
6689, 175.9241, -48.0317
6690, 175.9010, -48.0473
6691, 175.9026, -48.0329
6692, 175.9257, -48.0173
6693, 175.9274, -48.0030
6694, 175.9043, -48.0186
6695, 175.9059, -48.0042
6696, 175.8795, -48.0486
6697, 175.8812, -48.0342
6698, 175.8580, -48.0498
6699, 175.8597, -48.0354
6700, 175.8828, -48.0198
6701, 175.8845, -48.0054
6702, 175.8613, -48.0211
6703, 175.8630, -48.0067
6704, 175.9290, -47.9886
6705, 175.9306, -47.9742
6706, 175.9076, -47.9898
6707, 175.9092, -47.9755
6708, 175.9323, -47.9599
6709, 175.9339, -47.9455
6710, 175.9108, -47.9611
6711, 175.9125, -47.9467
6712, 175.8861, -47.9911
6713, 175.8878, -47.9767
6714, 175.8647, -47.9923
6715, 175.8663, -47.9780
6716, 175.8894, -47.9623
6717, 175.8910, -47.9480
6718, 175.8680, -47.9636
6719, 175.8696, -47.9492
6720, 176.0212, -47.9261
6721, 176.0228, -47.9117
6722, 175.9998, -47.9273
6723, 176.0014, -47.9130
6724, 176.0245, -47.8973
6725, 176.0261, -47.8830
6726, 176.0030, -47.8986
6727, 176.0047, -47.8842
6728, 175.9784, -47.9286
6729, 175.9800, -47.9142
6730, 175.9570, -47.9299
6731, 175.9586, -47.9155
6732, 175.9816, -47.8999
6733, 175.9832, -47.8855
6734, 175.9602, -47.9011
6735, 175.9618, -47.8868
6736, 176.0277, -47.8686
6737, 176.0293, -47.8542
6738, 176.0063, -47.8699
6739, 176.0079, -47.8555
6740, 176.0309, -47.8399
6741, 176.0325, -47.8255
6742, 176.0095, -47.8411
6743, 176.0111, -47.8268
6744, 175.9849, -47.8711
6745, 175.9865, -47.8568
6746, 175.9635, -47.8724
6747, 175.9651, -47.8580
6748, 175.9881, -47.8424
6749, 175.9897, -47.8280
6750, 175.9667, -47.8437
6751, 175.9683, -47.8293
6752, 175.9355, -47.9311
6753, 175.9372, -47.9167
6754, 175.9141, -47.9324
6755, 175.9158, -47.9180
6756, 175.9388, -47.9024
6757, 175.9404, -47.8880
6758, 175.9174, -47.9036
6759, 175.9190, -47.8893
6760, 175.8927, -47.9336
6761, 175.8943, -47.9192
6762, 175.8713, -47.9348
6763, 175.8729, -47.9205
6764, 175.8960, -47.9049
6765, 175.8976, -47.8905
6766, 175.8746, -47.9061
6767, 175.8762, -47.8917
6768, 175.9421, -47.8736
6769, 175.9437, -47.8593
6770, 175.9207, -47.8749
6771, 175.9223, -47.8605
6772, 175.9453, -47.8449
6773, 175.9469, -47.8305
6774, 175.9239, -47.8462
6775, 175.9256, -47.8318
6776, 175.8993, -47.8761
6777, 175.9009, -47.8618
6778, 175.8779, -47.8774
6779, 175.8795, -47.8630
6780, 175.9025, -47.8474
6781, 175.9042, -47.8330
6782, 175.8811, -47.8486
6783, 175.8828, -47.8343
6784, 175.8366, -48.0510
6785, 175.8382, -48.0367
6786, 175.8151, -48.0523
6787, 175.8167, -48.0379
6788, 175.8399, -48.0223
6789, 175.8415, -48.0079
6790, 175.8184, -48.0235
6791, 175.8201, -48.0091
6792, 175.7936, -48.0535
6793, 175.7953, -48.0391
6794, 175.7721, -48.0547
6795, 175.7738, -48.0403
6796, 175.7970, -48.0247
6797, 175.7986, -48.0104
6798, 175.7755, -48.0260
6799, 175.7772, -48.0116
6800, 175.8432, -47.9936
6801, 175.8449, -47.9792
6802, 175.8218, -47.9948
6803, 175.8234, -47.9804
6804, 175.8465, -47.9648
6805, 175.8482, -47.9505
6806, 175.8251, -47.9660
6807, 175.8267, -47.9517
6808, 175.8003, -47.9960
6809, 175.8020, -47.9816
6810, 175.7788, -47.9972
6811, 175.7805, -47.9829
6812, 175.8036, -47.9673
6813, 175.8053, -47.9529
6814, 175.7822, -47.9685
6815, 175.7839, -47.9541
6816, 175.7506, -48.0559
6817, 175.7523, -48.0415
6818, 175.7292, -48.0571
6819, 175.7308, -48.0428
6820, 175.7540, -48.0272
6821, 175.7557, -48.0128
6822, 175.7325, -48.0284
6823, 175.7342, -48.0140
6824, 175.7077, -48.0583
6825, 175.7094, -48.0440
6826, 175.6862, -48.0595
6827, 175.6879, -48.0452
6828, 175.7111, -48.0296
6829, 175.7128, -48.0152
6830, 175.6896, -48.0308
6831, 175.6913, -48.0164
6832, 175.7574, -47.9984
6833, 175.7591, -47.9841
6834, 175.7359, -47.9997
6835, 175.7376, -47.9853
6836, 175.7607, -47.9697
6837, 175.7624, -47.9554
6838, 175.7393, -47.9709
6839, 175.7410, -47.9566
6840, 175.7145, -48.0009
6841, 175.7162, -47.9865
6842, 175.6930, -48.0021
6843, 175.6947, -47.9877
6844, 175.7179, -47.9721
6845, 175.7195, -47.9578
6846, 175.6964, -47.9733
6847, 175.6981, -47.9590
6848, 175.8498, -47.9361
6849, 175.8515, -47.9217
6850, 175.8284, -47.9373
6851, 175.8301, -47.9229
6852, 175.8531, -47.9073
6853, 175.8548, -47.8930
6854, 175.8317, -47.9086
6855, 175.8334, -47.8942
6856, 175.8070, -47.9385
6857, 175.8086, -47.9242
6858, 175.7855, -47.9398
6859, 175.7872, -47.9254
6860, 175.8103, -47.9098
6861, 175.8120, -47.8954
6862, 175.7889, -47.9110
6863, 175.7906, -47.8967
6864, 175.8564, -47.8786
6865, 175.8581, -47.8642
6866, 175.8350, -47.8798
6867, 175.8367, -47.8655
6868, 175.8597, -47.8499
6869, 175.8614, -47.8355
6870, 175.8384, -47.8511
6871, 175.8400, -47.8367
6872, 175.8136, -47.8811
6873, 175.8153, -47.8667
6874, 175.7922, -47.8823
6875, 175.7939, -47.8679
6876, 175.8170, -47.8523
6877, 175.8186, -47.8380
6878, 175.7956, -47.8536
6879, 175.7972, -47.8392
6880, 175.7641, -47.9410
6881, 175.7658, -47.9266
6882, 175.7427, -47.9422
6883, 175.7444, -47.9278
6884, 175.7675, -47.9123
6885, 175.7691, -47.8979
6886, 175.7460, -47.9135
6887, 175.7477, -47.8991
6888, 175.7212, -47.9434
6889, 175.7229, -47.9290
6890, 175.6998, -47.9446
6891, 175.7015, -47.9303
6892, 175.7246, -47.9147
6893, 175.7263, -47.9003
6894, 175.7032, -47.9159
6895, 175.7049, -47.9015
6896, 175.7708, -47.8835
6897, 175.7725, -47.8692
6898, 175.7494, -47.8847
6899, 175.7511, -47.8704
6900, 175.7742, -47.8548
6901, 175.7758, -47.8404
6902, 175.7528, -47.8560
6903, 175.7544, -47.8416
6904, 175.7280, -47.8859
6905, 175.7297, -47.8716
6906, 175.7066, -47.8872
6907, 175.7083, -47.8728
6908, 175.7314, -47.8572
6909, 175.7331, -47.8429
6910, 175.7100, -47.8584
6911, 175.7117, -47.8441
6912, 176.0341, -47.8111
6913, 176.0357, -47.7968
6914, 176.0127, -47.8124
6915, 176.0143, -47.7980
6916, 176.0373, -47.7824
6917, 176.0389, -47.7680
6918, 176.0159, -47.7837
6919, 176.0175, -47.7693
6920, 175.9913, -47.8137
6921, 175.9929, -47.7993
6922, 175.9699, -47.8149
6923, 175.9716, -47.8005
6924, 175.9945, -47.7849
6925, 175.9961, -47.7705
6926, 175.9732, -47.7862
6927, 175.9748, -47.7718
6928, 176.0405, -47.7536
6929, 176.0420, -47.7393
6930, 176.0191, -47.7549
6931, 176.0207, -47.7405
6932, 176.0436, -47.7249
6933, 176.0452, -47.7105
6934, 176.0223, -47.7262
6935, 176.0239, -47.7118
6936, 175.9978, -47.7562
6937, 175.9994, -47.7418
6938, 175.9764, -47.7574
6939, 175.9780, -47.7431
6940, 176.0010, -47.7274
6941, 176.0026, -47.7131
6942, 175.9796, -47.7287
6943, 175.9812, -47.7143
6944, 175.9486, -47.8162
6945, 175.9502, -47.8018
6946, 175.9272, -47.8174
6947, 175.9288, -47.8030
6948, 175.9518, -47.7874
6949, 175.9534, -47.7731
6950, 175.9304, -47.7887
6951, 175.9321, -47.7743
6952, 175.9058, -47.8187
6953, 175.9074, -47.8043
6954, 175.8844, -47.8199
6955, 175.8861, -47.8055
6956, 175.9091, -47.7899
6957, 175.9107, -47.7756
6958, 175.8877, -47.7912
6959, 175.8893, -47.7768
6960, 175.9550, -47.7587
6961, 175.9567, -47.7443
6962, 175.9337, -47.7599
6963, 175.9353, -47.7456
6964, 175.9583, -47.7300
6965, 175.9599, -47.7156
6966, 175.9369, -47.7312
6967, 175.9386, -47.7168
6968, 175.9123, -47.7612
6969, 175.9140, -47.7468
6970, 175.8910, -47.7624
6971, 175.8926, -47.7481
6972, 175.9156, -47.7325
6973, 175.9172, -47.7181
6974, 175.8942, -47.7337
6975, 175.8959, -47.7193
6976, 176.0468, -47.6962
6977, 176.0484, -47.6818
6978, 176.0255, -47.6974
6979, 176.0271, -47.6831
6980, 176.0500, -47.6674
6981, 176.0516, -47.6531
6982, 176.0287, -47.6687
6983, 176.0303, -47.6543
6984, 176.0042, -47.6987
6985, 176.0058, -47.6843
6986, 175.9828, -47.7000
6987, 175.9844, -47.6856
6988, 176.0074, -47.6700
6989, 176.0090, -47.6556
6990, 175.9861, -47.6712
6991, 175.9877, -47.6569
6992, 176.0532, -47.6387
6993, 176.0548, -47.6243
6994, 176.0319, -47.6400
6995, 176.0335, -47.6256
6996, 176.0563, -47.6099
6997, 176.0579, -47.5956
6998, 176.0351, -47.6112
6999, 176.0366, -47.5968
7000, 176.0106, -47.6412
7001, 176.0122, -47.6269
7002, 175.9893, -47.6425
7003, 175.9909, -47.6281
7004, 176.0138, -47.6125
7005, 176.0154, -47.5981
7006, 175.9925, -47.6137
7007, 175.9941, -47.5994
7008, 175.9615, -47.7012
7009, 175.9631, -47.6868
7010, 175.9402, -47.7025
7011, 175.9418, -47.6881
7012, 175.9647, -47.6725
7013, 175.9663, -47.6581
7014, 175.9434, -47.6737
7015, 175.9450, -47.6594
7016, 175.9188, -47.7037
7017, 175.9205, -47.6894
7018, 175.8975, -47.7050
7019, 175.8991, -47.6906
7020, 175.9221, -47.6750
7021, 175.9237, -47.6606
7022, 175.9008, -47.6762
7023, 175.9024, -47.6619
7024, 175.9680, -47.6437
7025, 175.9696, -47.6294
7026, 175.9467, -47.6450
7027, 175.9483, -47.6306
7028, 175.9712, -47.6150
7029, 175.9728, -47.6006
7030, 175.9499, -47.6163
7031, 175.9515, -47.6019
7032, 175.9253, -47.6462
7033, 175.9270, -47.6319
7034, 175.9040, -47.6475
7035, 175.9057, -47.6331
7036, 175.9286, -47.6175
7037, 175.9302, -47.6031
7038, 175.9073, -47.6188
7039, 175.9089, -47.6044
7040, 175.8630, -47.8211
7041, 175.8647, -47.8068
7042, 175.8417, -47.8224
7043, 175.8433, -47.8080
7044, 175.8663, -47.7924
7045, 175.8680, -47.7780
7046, 175.8450, -47.7936
7047, 175.8466, -47.7793
7048, 175.8203, -47.8236
7049, 175.8219, -47.8092
7050, 175.7989, -47.8248
7051, 175.8006, -47.8105
7052, 175.8236, -47.7949
7053, 175.8252, -47.7805
7054, 175.8022, -47.7961
7055, 175.8039, -47.7817
7056, 175.8696, -47.7637
7057, 175.8713, -47.7493
7058, 175.8483, -47.7649
7059, 175.8499, -47.7505
7060, 175.8729, -47.7349
7061, 175.8745, -47.7206
7062, 175.8516, -47.7362
7063, 175.8532, -47.7218
7064, 175.8269, -47.7661
7065, 175.8286, -47.7518
7066, 175.8055, -47.7674
7067, 175.8072, -47.7530
7068, 175.8302, -47.7374
7069, 175.8319, -47.7230
7070, 175.8089, -47.7386
7071, 175.8105, -47.7243
7072, 175.7775, -47.8261
7073, 175.7792, -47.8117
7074, 175.7561, -47.8273
7075, 175.7578, -47.8129
7076, 175.7808, -47.7973
7077, 175.7825, -47.7830
7078, 175.7595, -47.7985
7079, 175.7611, -47.7842
7080, 175.7347, -47.8285
7081, 175.7364, -47.8141
7082, 175.7133, -47.8297
7083, 175.7150, -47.8153
7084, 175.7381, -47.7998
7085, 175.7398, -47.7854
7086, 175.7167, -47.8010
7087, 175.7184, -47.7866
7088, 175.7842, -47.7686
7089, 175.7858, -47.7542
7090, 175.7628, -47.7698
7091, 175.7645, -47.7554
7092, 175.7875, -47.7399
7093, 175.7892, -47.7255
7094, 175.7662, -47.7411
7095, 175.7678, -47.7267
7096, 175.7415, -47.7710
7097, 175.7431, -47.7567
7098, 175.7201, -47.7722
7099, 175.7218, -47.7579
7100, 175.7448, -47.7423
7101, 175.7465, -47.7279
7102, 175.7235, -47.7435
7103, 175.7251, -47.7291
7104, 175.8762, -47.7062
7105, 175.8778, -47.6918
7106, 175.8548, -47.7074
7107, 175.8565, -47.6931
7108, 175.8795, -47.6775
7109, 175.8811, -47.6631
7110, 175.8581, -47.6787
7111, 175.8598, -47.6643
7112, 175.8335, -47.7087
7113, 175.8352, -47.6943
7114, 175.8122, -47.7099
7115, 175.8138, -47.6955
7116, 175.8368, -47.6799
7117, 175.8385, -47.6656
7118, 175.8155, -47.6812
7119, 175.8171, -47.6668
7120, 175.8827, -47.6487
7121, 175.8844, -47.6344
7122, 175.8614, -47.6500
7123, 175.8631, -47.6356
7124, 175.8860, -47.6200
7125, 175.8876, -47.6056
7126, 175.8647, -47.6212
7127, 175.8663, -47.6069
7128, 175.8401, -47.6512
7129, 175.8417, -47.6368
7130, 175.8188, -47.6524
7131, 175.8204, -47.6381
7132, 175.8434, -47.6225
7133, 175.8450, -47.6081
7134, 175.8221, -47.6237
7135, 175.8237, -47.6093
7136, 175.7908, -47.7111
7137, 175.7925, -47.6968
7138, 175.7695, -47.7123
7139, 175.7712, -47.6980
7140, 175.7942, -47.6824
7141, 175.7958, -47.6680
7142, 175.7728, -47.6836
7143, 175.7745, -47.6692
7144, 175.7482, -47.7136
7145, 175.7498, -47.6992
7146, 175.7268, -47.7148
7147, 175.7285, -47.7004
7148, 175.7515, -47.6848
7149, 175.7532, -47.6705
7150, 175.7302, -47.6860
7151, 175.7319, -47.6717
7152, 175.7975, -47.6537
7153, 175.7991, -47.6393
7154, 175.7762, -47.6549
7155, 175.7778, -47.6405
7156, 175.8008, -47.6249
7157, 175.8024, -47.6106
7158, 175.7795, -47.6261
7159, 175.7811, -47.6118
7160, 175.7548, -47.6561
7161, 175.7565, -47.6417
7162, 175.7335, -47.6573
7163, 175.7352, -47.6429
7164, 175.7582, -47.6274
7165, 175.7598, -47.6130
7166, 175.7369, -47.6286
7167, 175.7385, -47.6142
7168, 176.3998, -47.5603
7169, 176.4013, -47.5459
7170, 176.3786, -47.5616
7171, 176.3801, -47.5473
7172, 176.4028, -47.5316
7173, 176.4043, -47.5172
7174, 176.3816, -47.5329
7175, 176.3831, -47.5185
7176, 176.3573, -47.5630
7177, 176.3588, -47.5486
7178, 176.3361, -47.5643
7179, 176.3376, -47.5499
7180, 176.3603, -47.5342
7181, 176.3618, -47.5199
7182, 176.3391, -47.5356
7183, 176.3406, -47.5212
7184, 176.4058, -47.5028
7185, 176.4073, -47.4884
7186, 176.3845, -47.5041
7187, 176.3860, -47.4898
7188, 176.4088, -47.4741
7189, 176.4102, -47.4597
7190, 176.3875, -47.4754
7191, 176.3890, -47.4610
7192, 176.3633, -47.5055
7193, 176.3648, -47.4911
7194, 176.3421, -47.5068
7195, 176.3436, -47.4924
7196, 176.3663, -47.4767
7197, 176.3678, -47.4624
7198, 176.3451, -47.4781
7199, 176.3466, -47.4637
7200, 176.3148, -47.5656
7201, 176.3163, -47.5513
7202, 176.2935, -47.5670
7203, 176.2950, -47.5526
7204, 176.3178, -47.5369
7205, 176.3193, -47.5225
7206, 176.2966, -47.5382
7207, 176.2981, -47.5238
7208, 176.2723, -47.5683
7209, 176.2738, -47.5539
7210, 176.2510, -47.5696
7211, 176.2525, -47.5552
7212, 176.2753, -47.5395
7213, 176.2768, -47.5251
7214, 176.2540, -47.5408
7215, 176.2556, -47.5265
7216, 176.3208, -47.5081
7217, 176.3223, -47.4938
7218, 176.2996, -47.5095
7219, 176.3011, -47.4951
7220, 176.3238, -47.4794
7221, 176.3253, -47.4650
7222, 176.3026, -47.4807
7223, 176.3041, -47.4663
7224, 176.2783, -47.5108
7225, 176.2799, -47.4964
7226, 176.2571, -47.5121
7227, 176.2586, -47.4977
7228, 176.2814, -47.4820
7229, 176.2829, -47.4677
7230, 176.2601, -47.4833
7231, 176.2617, -47.4690
7232, 176.4117, -47.4453
7233, 176.4132, -47.4309
7234, 176.3905, -47.4466
7235, 176.3920, -47.4323
7236, 176.4147, -47.4166
7237, 176.4161, -47.4022
7238, 176.3935, -47.4179
7239, 176.3950, -47.4035
7240, 176.3693, -47.4480
7241, 176.3708, -47.4336
7242, 176.3481, -47.4493
7243, 176.3496, -47.4349
7244, 176.3723, -47.4192
7245, 176.3738, -47.4049
7246, 176.3511, -47.4206
7247, 176.3526, -47.4062
7248, 176.4176, -47.3878
7249, 176.4191, -47.3734
7250, 176.3964, -47.3891
7251, 176.3979, -47.3748
7252, 176.4206, -47.3591
7253, 176.4221, -47.3447
7254, 176.3994, -47.3604
7255, 176.4009, -47.3460
7256, 176.3752, -47.3905
7257, 176.3767, -47.3761
7258, 176.3540, -47.3918
7259, 176.3555, -47.3774
7260, 176.3782, -47.3617
7261, 176.3797, -47.3474
7262, 176.3570, -47.3631
7263, 176.3585, -47.3487
7264, 176.3268, -47.4506
7265, 176.3283, -47.4363
7266, 176.3056, -47.4520
7267, 176.3071, -47.4376
7268, 176.3299, -47.4219
7269, 176.3314, -47.4075
7270, 176.3086, -47.4232
7271, 176.3101, -47.4088
7272, 176.2844, -47.4533
7273, 176.2859, -47.4389
7274, 176.2632, -47.4546
7275, 176.2647, -47.4402
7276, 176.2874, -47.4245
7277, 176.2889, -47.4102
7278, 176.2662, -47.4258
7279, 176.2677, -47.4115
7280, 176.3329, -47.3931
7281, 176.3344, -47.3788
7282, 176.3117, -47.3945
7283, 176.3132, -47.3801
7284, 176.3358, -47.3644
7285, 176.3373, -47.3500
7286, 176.3147, -47.3657
7287, 176.3162, -47.3513
7288, 176.2905, -47.3958
7289, 176.2920, -47.3814
7290, 176.2693, -47.3971
7291, 176.2708, -47.3827
7292, 176.2935, -47.3670
7293, 176.2950, -47.3527
7294, 176.2723, -47.3684
7295, 176.2738, -47.3540
7296, 176.2297, -47.5709
7297, 176.2312, -47.5565
7298, 176.2084, -47.5722
7299, 176.2100, -47.5578
7300, 176.2328, -47.5421
7301, 176.2343, -47.5278
7302, 176.2115, -47.5434
7303, 176.2131, -47.5291
7304, 176.1872, -47.5735
7305, 176.1887, -47.5591
7306, 176.1659, -47.5748
7307, 176.1674, -47.5604
7308, 176.1903, -47.5447
7309, 176.1918, -47.5304
7310, 176.1690, -47.5460
7311, 176.1705, -47.5317
7312, 176.2358, -47.5134
7313, 176.2374, -47.4990
7314, 176.2146, -47.5147
7315, 176.2161, -47.5003
7316, 176.2389, -47.4846
7317, 176.2404, -47.4703
7318, 176.2177, -47.4860
7319, 176.2192, -47.4716
7320, 176.1933, -47.5160
7321, 176.1949, -47.5016
7322, 176.1721, -47.5173
7323, 176.1736, -47.5029
7324, 176.1964, -47.4873
7325, 176.1980, -47.4729
7326, 176.1752, -47.4886
7327, 176.1767, -47.4742
7328, 176.1446, -47.5761
7329, 176.1462, -47.5617
7330, 176.1233, -47.5774
7331, 176.1249, -47.5630
7332, 176.1477, -47.5473
7333, 176.1493, -47.5330
7334, 176.1265, -47.5486
7335, 176.1280, -47.5343
7336, 176.1021, -47.5786
7337, 176.1036, -47.5643
7338, 176.0808, -47.5799
7339, 176.0824, -47.5656
7340, 176.1052, -47.5499
7341, 176.1068, -47.5355
7342, 176.0839, -47.5512
7343, 176.0855, -47.5368
7344, 176.1508, -47.5186
7345, 176.1524, -47.5042
7346, 176.1296, -47.5199
7347, 176.1312, -47.5055
7348, 176.1540, -47.4898
7349, 176.1555, -47.4755
7350, 176.1327, -47.4911
7351, 176.1343, -47.4768
7352, 176.1083, -47.5212
7353, 176.1099, -47.5068
7354, 176.0871, -47.5224
7355, 176.0887, -47.5081
7356, 176.1115, -47.4924
7357, 176.1130, -47.4781
7358, 176.0902, -47.4937
7359, 176.0918, -47.4793
7360, 176.2420, -47.4559
7361, 176.2435, -47.4415
7362, 176.2207, -47.4572
7363, 176.2223, -47.4428
7364, 176.2450, -47.4272
7365, 176.2465, -47.4128
7366, 176.2238, -47.4285
7367, 176.2253, -47.4141
7368, 176.1995, -47.4585
7369, 176.2010, -47.4441
7370, 176.1783, -47.4598
7371, 176.1798, -47.4454
7372, 176.2026, -47.4298
7373, 176.2041, -47.4154
7374, 176.1814, -47.4311
7375, 176.1829, -47.4167
7376, 176.2481, -47.3984
7377, 176.2496, -47.3840
7378, 176.2269, -47.3997
7379, 176.2284, -47.3853
7380, 176.2511, -47.3697
7381, 176.2526, -47.3553
7382, 176.2299, -47.3710
7383, 176.2314, -47.3566
7384, 176.2057, -47.4010
7385, 176.2072, -47.3867
7386, 176.1845, -47.4023
7387, 176.1860, -47.3879
7388, 176.2087, -47.3723
7389, 176.2103, -47.3579
7390, 176.1875, -47.3736
7391, 176.1891, -47.3592
7392, 176.1571, -47.4611
7393, 176.1586, -47.4467
7394, 176.1358, -47.4624
7395, 176.1374, -47.4480
7396, 176.1602, -47.4324
7397, 176.1617, -47.4180
7398, 176.1389, -47.4337
7399, 176.1405, -47.4193
7400, 176.1146, -47.4637
7401, 176.1162, -47.4493
7402, 176.0934, -47.4650
7403, 176.0949, -47.4506
7404, 176.1177, -47.4349
7405, 176.1193, -47.4206
7406, 176.0965, -47.4362
7407, 176.0981, -47.4218
7408, 176.1633, -47.4036
7409, 176.1648, -47.3892
7410, 176.1420, -47.4049
7411, 176.1436, -47.3905
7412, 176.1663, -47.3749
7413, 176.1679, -47.3605
7414, 176.1451, -47.3762
7415, 176.1467, -47.3618
7416, 176.1208, -47.4062
7417, 176.1224, -47.3918
7418, 176.0996, -47.4075
7419, 176.1012, -47.3931
7420, 176.1240, -47.3775
7421, 176.1255, -47.3631
7422, 176.1028, -47.3787
7423, 176.1043, -47.3644
7424, 176.4235, -47.3303
7425, 176.4250, -47.3159
7426, 176.4024, -47.3316
7427, 176.4038, -47.3173
7428, 176.4265, -47.3016
7429, 176.4279, -47.2872
7430, 176.4053, -47.3029
7431, 176.4068, -47.2885
7432, 176.3812, -47.3330
7433, 176.3827, -47.3186
7434, 176.3600, -47.3343
7435, 176.3615, -47.3199
7436, 176.3842, -47.3042
7437, 176.3856, -47.2899
7438, 176.3630, -47.3056
7439, 176.3645, -47.2912
7440, 176.4294, -47.2728
7441, 176.4309, -47.2584
7442, 176.4083, -47.2741
7443, 176.4097, -47.2598
7444, 176.4323, -47.2441
7445, 176.4338, -47.2297
7446, 176.4112, -47.2454
7447, 176.4127, -47.2310
7448, 176.3871, -47.2755
7449, 176.3886, -47.2611
7450, 176.3660, -47.2768
7451, 176.3675, -47.2624
7452, 176.3901, -47.2467
7453, 176.3915, -47.2324
7454, 176.3689, -47.2481
7455, 176.3704, -47.2337
7456, 176.3388, -47.3356
7457, 176.3403, -47.3213
7458, 176.3177, -47.3370
7459, 176.3192, -47.3226
7460, 176.3418, -47.3069
7461, 176.3433, -47.2925
7462, 176.3207, -47.3082
7463, 176.3222, -47.2938
7464, 176.2965, -47.3383
7465, 176.2980, -47.3239
7466, 176.2753, -47.3396
7467, 176.2768, -47.3252
7468, 176.2995, -47.3095
7469, 176.3010, -47.2952
7470, 176.2783, -47.3109
7471, 176.2799, -47.2965
7472, 176.3448, -47.2781
7473, 176.3463, -47.2638
7474, 176.3237, -47.2795
7475, 176.3252, -47.2651
7476, 176.3478, -47.2494
7477, 176.3493, -47.2350
7478, 176.3267, -47.2507
7479, 176.3282, -47.2364
7480, 176.3025, -47.2808
7481, 176.3040, -47.2664
7482, 176.2814, -47.2821
7483, 176.2829, -47.2677
7484, 176.3055, -47.2520
7485, 176.3070, -47.2377
7486, 176.2844, -47.2534
7487, 176.2859, -47.2390
7488, 176.4353, -47.2153
7489, 176.4367, -47.2009
7490, 176.4141, -47.2166
7491, 176.4156, -47.2023
7492, 176.4382, -47.1866
7493, 176.4397, -47.1722
7494, 176.4171, -47.1879
7495, 176.4186, -47.1735
7496, 176.3930, -47.2180
7497, 176.3945, -47.2036
7498, 176.3719, -47.2193
7499, 176.3734, -47.2049
7500, 176.3960, -47.1892
7501, 176.3974, -47.1749
7502, 176.3749, -47.1906
7503, 176.3763, -47.1762
7504, 176.4411, -47.1578
7505, 176.4426, -47.1434
7506, 176.4200, -47.1591
7507, 176.4215, -47.1448
7508, 176.4440, -47.1291
7509, 176.4455, -47.1147
7510, 176.4230, -47.1304
7511, 176.4244, -47.1160
7512, 176.3989, -47.1605
7513, 176.4004, -47.1461
7514, 176.3778, -47.1618
7515, 176.3793, -47.1474
7516, 176.4019, -47.1317
7517, 176.4033, -47.1174
7518, 176.3808, -47.1331
7519, 176.3822, -47.1187
7520, 176.3508, -47.2207
7521, 176.3523, -47.2063
7522, 176.3296, -47.2220
7523, 176.3311, -47.2076
7524, 176.3537, -47.1919
7525, 176.3552, -47.1775
7526, 176.3326, -47.1932
7527, 176.3341, -47.1789
7528, 176.3085, -47.2233
7529, 176.3100, -47.2089
7530, 176.2874, -47.2246
7531, 176.2889, -47.2102
7532, 176.3115, -47.1946
7533, 176.3130, -47.1802
7534, 176.2904, -47.1959
7535, 176.2919, -47.1815
7536, 176.3567, -47.1632
7537, 176.3582, -47.1488
7538, 176.3356, -47.1645
7539, 176.3371, -47.1501
7540, 176.3597, -47.1344
7541, 176.3612, -47.1200
7542, 176.3386, -47.1357
7543, 176.3401, -47.1214
7544, 176.3145, -47.1658
7545, 176.3160, -47.1514
7546, 176.2934, -47.1671
7547, 176.2949, -47.1528
7548, 176.3175, -47.1371
7549, 176.3190, -47.1227
7550, 176.2964, -47.1384
7551, 176.2979, -47.1240
