# nhpx, l , b
10822, 174.5003, -48.8892
10823, 174.5024, -48.8748
10824, 174.4742, -48.9188
10825, 174.4763, -48.9045
10826, 174.4524, -48.9198
10827, 174.4545, -48.9054
10828, 174.4784, -48.8901
10829, 174.4805, -48.8758
10830, 174.4566, -48.8911
10831, 174.4586, -48.8768
10832, 174.5263, -48.8595
10833, 174.5284, -48.8452
10834, 174.5044, -48.8605
10835, 174.5065, -48.8461
10836, 174.5304, -48.8308
10837, 174.5325, -48.8165
10838, 174.5086, -48.8318
10839, 174.5107, -48.8174
10840, 174.4826, -48.8614
10841, 174.4847, -48.8471
10842, 174.4607, -48.8624
10843, 174.4628, -48.8481
10844, 174.4868, -48.8328
10845, 174.4888, -48.8184
10846, 174.4649, -48.8337
10847, 174.4670, -48.8194
10848, 174.4305, -48.9208
10849, 174.4326, -48.9064
10850, 174.4086, -48.9217
10851, 174.4107, -48.9074
10852, 174.4347, -48.8921
10853, 174.4368, -48.8777
10854, 174.4128, -48.8930
10855, 174.4149, -48.8787
10856, 174.3867, -48.9227
10857, 174.3888, -48.9083
10858, 174.3648, -48.9236
10859, 174.3670, -48.9093
10860, 174.3909, -48.8940
10861, 174.3931, -48.8796
10862, 174.3691, -48.8949
10863, 174.3712, -48.8806
10864, 174.4389, -48.8634
10865, 174.4410, -48.8490
10866, 174.4170, -48.8643
10867, 174.4191, -48.8500
10868, 174.4431, -48.8347
10869, 174.4452, -48.8203
10870, 174.4212, -48.8357
10871, 174.4233, -48.8213
10872, 174.3952, -48.8653
10873, 174.3973, -48.8510
10874, 174.3733, -48.8662
10875, 174.3754, -48.8519
10876, 174.3994, -48.8366
10877, 174.4015, -48.8223
10878, 174.3775, -48.8376
10879, 174.3797, -48.8232
10880, 174.3259, -49.0393
10881, 174.3280, -49.0250
10882, 174.3039, -49.0402
10883, 174.3061, -49.0259
10884, 174.3301, -49.0106
10885, 174.3323, -48.9963
10886, 174.3082, -49.0116
10887, 174.3104, -48.9972
10888, 174.2820, -49.0412
10889, 174.2842, -49.0268
10890, 174.2601, -49.0421
10891, 174.2622, -49.0278
10892, 174.2863, -49.0125
10893, 174.2885, -48.9981
10894, 174.2644, -49.0134
10895, 174.2665, -48.9991
10896, 174.3344, -48.9819
10897, 174.3366, -48.9676
10898, 174.3125, -48.9829
10899, 174.3147, -48.9685
10900, 174.3387, -48.9532
10901, 174.3408, -48.9389
10902, 174.3168, -48.9542
10903, 174.3189, -48.9398
10904, 174.2906, -48.9838
10905, 174.2927, -48.9695
10906, 174.2687, -48.9847
10907, 174.2708, -48.9704
10908, 174.2949, -48.9551
10909, 174.2970, -48.9408
10910, 174.2730, -48.9561
10911, 174.2751, -48.9417
10912, 174.2381, -49.0430
10913, 174.2403, -49.0287
10914, 174.2162, -49.0439
10915, 174.2184, -49.0296
10916, 174.2425, -49.0143
10917, 174.2446, -49.0000
10918, 174.2205, -49.0153
10919, 174.2227, -49.0009
10920, 174.1942, -49.0449
10921, 174.1964, -49.0305
10922, 174.1723, -49.0458
10923, 174.1745, -49.0314
10924, 174.1986, -49.0162
10925, 174.2008, -49.0018
10926, 174.1767, -49.0171
10927, 174.1789, -49.0028
10928, 174.2468, -48.9857
10929, 174.2489, -48.9713
10930, 174.2249, -48.9866
10931, 174.2270, -48.9722
10932, 174.2511, -48.9570
10933, 174.2532, -48.9426
10934, 174.2292, -48.9579
10935, 174.2314, -48.9436
10936, 174.2029, -48.9875
10937, 174.2051, -48.9732
10938, 174.1810, -48.9884
10939, 174.1832, -48.9741
10940, 174.2073, -48.9588
10941, 174.2095, -48.9445
10942, 174.1854, -48.9597
10943, 174.1876, -48.9454
10944, 174.3429, -48.9246
10945, 174.3451, -48.9102
10946, 174.3211, -48.9255
10947, 174.3232, -48.9112
10948, 174.3472, -48.8959
10949, 174.3493, -48.8815
10950, 174.3253, -48.8968
10951, 174.3275, -48.8825
10952, 174.2992, -48.9264
10953, 174.3013, -48.9121
10954, 174.2773, -48.9274
10955, 174.2794, -48.9130
10956, 174.3035, -48.8978
10957, 174.3056, -48.8834
10958, 174.2816, -48.8987
10959, 174.2837, -48.8843
10960, 174.3515, -48.8672
10961, 174.3536, -48.8529
10962, 174.3296, -48.8681
10963, 174.3317, -48.8538
10964, 174.3557, -48.8385
10965, 174.3578, -48.8242
10966, 174.3338, -48.8395
10967, 174.3360, -48.8251
10968, 174.3077, -48.8691
10969, 174.3099, -48.8547
10970, 174.2859, -48.8700
10971, 174.2880, -48.8557
10972, 174.3120, -48.8404
10973, 174.3141, -48.8260
10974, 174.2902, -48.8413
10975, 174.2923, -48.8270
10976, 174.2554, -48.9283
10977, 174.2576, -48.9140
10978, 174.2335, -48.9292
10979, 174.2357, -48.9149
10980, 174.2597, -48.8996
10981, 174.2619, -48.8853
10982, 174.2378, -48.9005
10983, 174.2400, -48.8862
10984, 174.2116, -48.9301
10985, 174.2138, -48.9158
10986, 174.1897, -48.9311
10987, 174.1919, -48.9167
10988, 174.2160, -48.9015
10989, 174.2181, -48.8871
10990, 174.1941, -48.9024
10991, 174.1963, -48.8880
10992, 174.2640, -48.8709
10993, 174.2662, -48.8566
10994, 174.2421, -48.8719
10995, 174.2443, -48.8575
10996, 174.2683, -48.8423
10997, 174.2704, -48.8279
10998, 174.2465, -48.8432
10999, 174.2486, -48.8288
11000, 174.2203, -48.8728
11001, 174.2224, -48.8584
11002, 174.1984, -48.8737
11003, 174.2006, -48.8594
11004, 174.2246, -48.8441
11005, 174.2268, -48.8298
11006, 174.2028, -48.8450
11007, 174.2049, -48.8307
11008, 174.5346, -48.8021
11009, 174.5366, -48.7878
11010, 174.5128, -48.8031
11011, 174.5148, -48.7887
11012, 174.5387, -48.7734
11013, 174.5408, -48.7591
11014, 174.5169, -48.7744
11015, 174.5190, -48.7601
11016, 174.4909, -48.8041
11017, 174.4930, -48.7897
11018, 174.4691, -48.8050
11019, 174.4712, -48.7907
11020, 174.4951, -48.7754
11021, 174.4972, -48.7610
11022, 174.4733, -48.7763
11023, 174.4753, -48.7620
11024, 174.5428, -48.7447
11025, 174.5449, -48.7304
11026, 174.5210, -48.7457
11027, 174.5231, -48.7314
11028, 174.5470, -48.7160
11029, 174.5490, -48.7017
11030, 174.5252, -48.7170
11031, 174.5272, -48.7027
11032, 174.4992, -48.7467
11033, 174.5013, -48.7323
11034, 174.4774, -48.7477
11035, 174.4795, -48.7333
11036, 174.5034, -48.7180
11037, 174.5055, -48.7037
11038, 174.4816, -48.7190
11039, 174.4837, -48.7046
11040, 174.4473, -48.8060
11041, 174.4494, -48.7917
11042, 174.4254, -48.8070
11043, 174.4275, -48.7926
11044, 174.4514, -48.7773
11045, 174.4535, -48.7630
11046, 174.4296, -48.7783
11047, 174.4317, -48.7639
11048, 174.4036, -48.8079
11049, 174.4057, -48.7936
11050, 174.3818, -48.8089
11051, 174.3839, -48.7945
11052, 174.4078, -48.7792
11053, 174.4099, -48.7649
11054, 174.3860, -48.7802
11055, 174.3881, -48.7658
11056, 174.4556, -48.7486
11057, 174.4577, -48.7343
11058, 174.4338, -48.7496
11059, 174.4359, -48.7352
11060, 174.4598, -48.7199
11061, 174.4619, -48.7056
11062, 174.4380, -48.7209
11063, 174.4401, -48.7066
11064, 174.4120, -48.7505
11065, 174.4141, -48.7362
11066, 174.3902, -48.7515
11067, 174.3923, -48.7372
11068, 174.4162, -48.7219
11069, 174.4183, -48.7075
11070, 174.3944, -48.7228
11071, 174.3965, -48.7085
11072, 174.5511, -48.6873
11073, 174.5531, -48.6730
11074, 174.5293, -48.6883
11075, 174.5314, -48.6740
11076, 174.5552, -48.6587
11077, 174.5572, -48.6443
11078, 174.5334, -48.6596
11079, 174.5355, -48.6453
11080, 174.5075, -48.6893
11081, 174.5096, -48.6750
11082, 174.4857, -48.6903
11083, 174.4878, -48.6759
11084, 174.5117, -48.6606
11085, 174.5137, -48.6463
11086, 174.4899, -48.6616
11087, 174.4920, -48.6472
11088, 174.5593, -48.6300
11089, 174.5613, -48.6156
11090, 174.5375, -48.6309
11091, 174.5396, -48.6166
11092, 174.5634, -48.6013
11093, 174.5654, -48.5869
11094, 174.5417, -48.6023
11095, 174.5437, -48.5879
11096, 174.5158, -48.6319
11097, 174.5178, -48.6176
11098, 174.4940, -48.6329
11099, 174.4961, -48.6186
11100, 174.5199, -48.6032
11101, 174.5220, -48.5889
11102, 174.4982, -48.6042
11103, 174.5002, -48.5899
11104, 174.4640, -48.6913
11105, 174.4660, -48.6769
11106, 174.4422, -48.6922
11107, 174.4443, -48.6779
11108, 174.4681, -48.6626
11109, 174.4702, -48.6482
11110, 174.4464, -48.6635
11111, 174.4484, -48.6492
11112, 174.4204, -48.6932
11113, 174.4225, -48.6788
11114, 174.3986, -48.6941
11115, 174.4007, -48.6798
11116, 174.4246, -48.6645
11117, 174.4267, -48.6501
11118, 174.4028, -48.6654
11119, 174.4049, -48.6511
11120, 174.4723, -48.6339
11121, 174.4744, -48.6195
11122, 174.4505, -48.6348
11123, 174.4526, -48.6205
11124, 174.4764, -48.6052
11125, 174.4785, -48.5908
11126, 174.4547, -48.6062
11127, 174.4568, -48.5918
11128, 174.4288, -48.6358
11129, 174.4309, -48.6215
11130, 174.4070, -48.6368
11131, 174.4091, -48.6224
11132, 174.4329, -48.6071
11133, 174.4350, -48.5928
11134, 174.4112, -48.6081
11135, 174.4133, -48.5937
11136, 174.3599, -48.8098
11137, 174.3621, -48.7955
11138, 174.3381, -48.8108
11139, 174.3402, -48.7964
11140, 174.3642, -48.7811
11141, 174.3663, -48.7668
11142, 174.3423, -48.7821
11143, 174.3445, -48.7677
11144, 174.3163, -48.8117
11145, 174.3184, -48.7974
11146, 174.2944, -48.8126
11147, 174.2966, -48.7983
11148, 174.3205, -48.7830
11149, 174.3227, -48.7687
11150, 174.2987, -48.7840
11151, 174.3008, -48.7696
11152, 174.3684, -48.7525
11153, 174.3705, -48.7381
11154, 174.3466, -48.7534
11155, 174.3487, -48.7391
11156, 174.3726, -48.7238
11157, 174.3747, -48.7094
11158, 174.3508, -48.7247
11159, 174.3529, -48.7104
11160, 174.3248, -48.7543
11161, 174.3269, -48.7400
11162, 174.3030, -48.7553
11163, 174.3051, -48.7409
11164, 174.3290, -48.7257
11165, 174.3311, -48.7113
11166, 174.3072, -48.7266
11167, 174.3094, -48.7123
11168, 174.2726, -48.8136
11169, 174.2747, -48.7992
11170, 174.2508, -48.8145
11171, 174.2529, -48.8002
11172, 174.2769, -48.7849
11173, 174.2790, -48.7706
11174, 174.2551, -48.7858
11175, 174.2572, -48.7715
11176, 174.2289, -48.8154
11177, 174.2311, -48.8011
11178, 174.2071, -48.8163
11179, 174.2092, -48.8020
11180, 174.2332, -48.7867
11181, 174.2354, -48.7724
11182, 174.2114, -48.7877
11183, 174.2136, -48.7733
11184, 174.2812, -48.7562
11185, 174.2833, -48.7419
11186, 174.2593, -48.7571
11187, 174.2615, -48.7428
11188, 174.2854, -48.7275
11189, 174.2876, -48.7132
11190, 174.2636, -48.7285
11191, 174.2658, -48.7141
11192, 174.2375, -48.7581
11193, 174.2397, -48.7437
11194, 174.2157, -48.7590
11195, 174.2179, -48.7446
11196, 174.2418, -48.7294
11197, 174.2440, -48.7150
11198, 174.2200, -48.7303
11199, 174.2222, -48.7160
11200, 174.3768, -48.6951
11201, 174.3789, -48.6807
11202, 174.3550, -48.6960
11203, 174.3572, -48.6817
11204, 174.3810, -48.6664
11205, 174.3831, -48.6521
11206, 174.3593, -48.6673
11207, 174.3614, -48.6530
11208, 174.3333, -48.6970
11209, 174.3354, -48.6826
11210, 174.3115, -48.6979
11211, 174.3136, -48.6836
11212, 174.3375, -48.6683
11213, 174.3396, -48.6539
11214, 174.3157, -48.6692
11215, 174.3179, -48.6549
11216, 174.3853, -48.6377
11217, 174.3874, -48.6234
11218, 174.3635, -48.6387
11219, 174.3656, -48.6243
11220, 174.3895, -48.6090
11221, 174.3915, -48.5947
11222, 174.3677, -48.6100
11223, 174.3698, -48.5956
11224, 174.3417, -48.6396
11225, 174.3438, -48.6253
11226, 174.3200, -48.6405
11227, 174.3221, -48.6262
11228, 174.3460, -48.6109
11229, 174.3481, -48.5966
11230, 174.3242, -48.6119
11231, 174.3263, -48.5975
11232, 174.2897, -48.6988
11233, 174.2918, -48.6845
11234, 174.2679, -48.6998
11235, 174.2700, -48.6854
11236, 174.2940, -48.6702
11237, 174.2961, -48.6558
11238, 174.2722, -48.6711
11239, 174.2743, -48.6568
11240, 174.2461, -48.7007
11241, 174.2483, -48.6864
11242, 174.2243, -48.7016
11243, 174.2265, -48.6873
11244, 174.2504, -48.6720
11245, 174.2525, -48.6577
11246, 174.2286, -48.6729
11247, 174.2308, -48.6586
11248, 174.2982, -48.6415
11249, 174.3003, -48.6271
11250, 174.2764, -48.6424
11251, 174.2786, -48.6281
11252, 174.3025, -48.6128
11253, 174.3046, -48.5985
11254, 174.2807, -48.6137
11255, 174.2828, -48.5994
11256, 174.2547, -48.6433
11257, 174.2568, -48.6290
11258, 174.2329, -48.6443
11259, 174.2351, -48.6299
11260, 174.2590, -48.6147
11261, 174.2611, -48.6003
11262, 174.2372, -48.6156
11263, 174.2393, -48.6012
11264, 174.9150, -48.5563
11265, 174.9170, -48.5419
11266, 174.8933, -48.5573
11267, 174.8952, -48.5430
11268, 174.9189, -48.5275
11269, 174.9208, -48.5132
11270, 174.8972, -48.5286
11271, 174.8991, -48.5143
11272, 174.8716, -48.5584
11273, 174.8735, -48.5440
11274, 174.8499, -48.5594
11275, 174.8518, -48.5450
11276, 174.8755, -48.5297
11277, 174.8775, -48.5153
11278, 174.8538, -48.5307
11279, 174.8558, -48.5163
11280, 174.9228, -48.4988
11281, 174.9247, -48.4845
11282, 174.9011, -48.4999
11283, 174.9030, -48.4855
11284, 174.9267, -48.4701
11285, 174.9286, -48.4558
11286, 174.9050, -48.4712
11287, 174.9069, -48.4568
11288, 174.8794, -48.5009
11289, 174.8814, -48.4866
11290, 174.8577, -48.5020
11291, 174.8597, -48.4876
11292, 174.8833, -48.4722
11293, 174.8853, -48.4579
11294, 174.8616, -48.4733
11295, 174.8636, -48.4589
11296, 174.8281, -48.5604
11297, 174.8301, -48.5461
11298, 174.8064, -48.5615
11299, 174.8084, -48.5471
11300, 174.8321, -48.5317
11301, 174.8341, -48.5174
11302, 174.8104, -48.5328
11303, 174.8124, -48.5184
11304, 174.7847, -48.5625
11305, 174.7867, -48.5482
11306, 174.7630, -48.5635
11307, 174.7650, -48.5492
11308, 174.7887, -48.5338
11309, 174.7907, -48.5195
11310, 174.7670, -48.5348
11311, 174.7690, -48.5205
11312, 174.8360, -48.5030
11313, 174.8380, -48.4887
11314, 174.8143, -48.5041
11315, 174.8163, -48.4897
11316, 174.8400, -48.4743
11317, 174.8419, -48.4600
11318, 174.8183, -48.4754
11319, 174.8202, -48.4610
11320, 174.7926, -48.5051
11321, 174.7946, -48.4908
11322, 174.7709, -48.5061
11323, 174.7729, -48.4918
11324, 174.7966, -48.4764
11325, 174.7986, -48.4621
11326, 174.7749, -48.4774
11327, 174.7769, -48.4631
11328, 174.9305, -48.4414
11329, 174.9325, -48.4271
11330, 174.9089, -48.4425
11331, 174.9108, -48.4281
11332, 174.9344, -48.4127
11333, 174.9363, -48.3984
11334, 174.9128, -48.4138
11335, 174.9147, -48.3994
11336, 174.8872, -48.4435
11337, 174.8892, -48.4292
11338, 174.8655, -48.4446
11339, 174.8675, -48.4302
11340, 174.8911, -48.4148
11341, 174.8931, -48.4005
11342, 174.8695, -48.4159
11343, 174.8714, -48.4015
11344, 174.9383, -48.3840
11345, 174.9402, -48.3697
11346, 174.9166, -48.3851
11347, 174.9186, -48.3707
11348, 174.9421, -48.3553
11349, 174.9441, -48.3410
11350, 174.9205, -48.3564
11351, 174.9224, -48.3420
11352, 174.8950, -48.3861
11353, 174.8969, -48.3718
11354, 174.8734, -48.3872
11355, 174.8753, -48.3728
11356, 174.8989, -48.3574
11357, 174.9008, -48.3431
11358, 174.8773, -48.3585
11359, 174.8792, -48.3441
11360, 174.8439, -48.4456
11361, 174.8458, -48.4313
11362, 174.8222, -48.4467
11363, 174.8242, -48.4323
11364, 174.8478, -48.4169
11365, 174.8498, -48.4026
11366, 174.8261, -48.4180
11367, 174.8281, -48.4036
11368, 174.8005, -48.4477
11369, 174.8025, -48.4334
11370, 174.7789, -48.4487
11371, 174.7809, -48.4344
11372, 174.8045, -48.4190
11373, 174.8065, -48.4047
11374, 174.7828, -48.4200
11375, 174.7848, -48.4057
11376, 174.8517, -48.3882
11377, 174.8537, -48.3739
11378, 174.8301, -48.3893
11379, 174.8320, -48.3749
11380, 174.8556, -48.3595
11381, 174.8576, -48.3452
11382, 174.8340, -48.3606
11383, 174.8360, -48.3462
11384, 174.8084, -48.3903
11385, 174.8104, -48.3759
11386, 174.7868, -48.3913
11387, 174.7888, -48.3770
11388, 174.8124, -48.3616
11389, 174.8143, -48.3472
11390, 174.7907, -48.3626
11391, 174.7927, -48.3483
11392, 174.7413, -48.5646
11393, 174.7433, -48.5502
11394, 174.7196, -48.5656
11395, 174.7216, -48.5512
11396, 174.7453, -48.5359
11397, 174.7473, -48.5215
11398, 174.7236, -48.5369
11399, 174.7256, -48.5225
11400, 174.6978, -48.5666
11401, 174.6998, -48.5522
11402, 174.6761, -48.5676
11403, 174.6781, -48.5532
11404, 174.7018, -48.5379
11405, 174.7039, -48.5235
11406, 174.6801, -48.5389
11407, 174.6821, -48.5246
11408, 174.7492, -48.5072
11409, 174.7512, -48.4928
11410, 174.7276, -48.5082
11411, 174.7296, -48.4938
11412, 174.7532, -48.4785
11413, 174.7552, -48.4641
11414, 174.7315, -48.4795
11415, 174.7335, -48.4651
11416, 174.7059, -48.5092
11417, 174.7079, -48.4948
11418, 174.6842, -48.5102
11419, 174.6862, -48.4959
11420, 174.7099, -48.4805
11421, 174.7119, -48.4661
11422, 174.6882, -48.4815
11423, 174.6902, -48.4672
11424, 174.6544, -48.5686
11425, 174.6564, -48.5543
11426, 174.6327, -48.5696
11427, 174.6347, -48.5553
11428, 174.6584, -48.5399
11429, 174.6604, -48.5256
11430, 174.6367, -48.5409
11431, 174.6387, -48.5266
11432, 174.6109, -48.5706
11433, 174.6130, -48.5563
11434, 174.5892, -48.5716
11435, 174.5913, -48.5572
11436, 174.6150, -48.5419
11437, 174.6170, -48.5276
11438, 174.5933, -48.5429
11439, 174.5953, -48.5286
11440, 174.6625, -48.5112
11441, 174.6645, -48.4969
11442, 174.6408, -48.5122
11443, 174.6428, -48.4979
11444, 174.6665, -48.4825
11445, 174.6685, -48.4682
11446, 174.6448, -48.4835
11447, 174.6468, -48.4692
11448, 174.6191, -48.5132
11449, 174.6211, -48.4989
11450, 174.5974, -48.5142
11451, 174.5994, -48.4999
11452, 174.6231, -48.4845
11453, 174.6251, -48.4702
11454, 174.6014, -48.4855
11455, 174.6035, -48.4712
11456, 174.7572, -48.4498
11457, 174.7592, -48.4354
11458, 174.7355, -48.4508
11459, 174.7375, -48.4364
11460, 174.7612, -48.4211
11461, 174.7632, -48.4067
11462, 174.7395, -48.4221
11463, 174.7415, -48.4077
11464, 174.7139, -48.4518
11465, 174.7159, -48.4374
11466, 174.6922, -48.4528
11467, 174.6942, -48.4385
11468, 174.7179, -48.4231
11469, 174.7198, -48.4087
11470, 174.6962, -48.4241
11471, 174.6982, -48.4098
11472, 174.7651, -48.3924
11473, 174.7671, -48.3780
11474, 174.7435, -48.3934
11475, 174.7455, -48.3790
11476, 174.7691, -48.3637
11477, 174.7711, -48.3493
11478, 174.7475, -48.3647
11479, 174.7494, -48.3503
11480, 174.7218, -48.3944
11481, 174.7238, -48.3801
11482, 174.7002, -48.3954
11483, 174.7022, -48.3811
11484, 174.7258, -48.3657
11485, 174.7278, -48.3514
11486, 174.7042, -48.3667
11487, 174.7062, -48.3524
11488, 174.6705, -48.4538
11489, 174.6725, -48.4395
11490, 174.6488, -48.4548
11491, 174.6509, -48.4405
11492, 174.6745, -48.4251
11493, 174.6765, -48.4108
11494, 174.6529, -48.4261
11495, 174.6549, -48.4118
11496, 174.6272, -48.4558
11497, 174.6292, -48.4415
11498, 174.6055, -48.4568
11499, 174.6075, -48.4425
11500, 174.6312, -48.4271
11501, 174.6332, -48.4128
11502, 174.6095, -48.4281
11503, 174.6116, -48.4138
11504, 174.6785, -48.3964
11505, 174.6806, -48.3821
11506, 174.6569, -48.3974
11507, 174.6589, -48.3831
11508, 174.6826, -48.3677
11509, 174.6846, -48.3534
11510, 174.6609, -48.3687
11511, 174.6629, -48.3544
11512, 174.6352, -48.3984
11513, 174.6373, -48.3841
11514, 174.6136, -48.3994
11515, 174.6156, -48.3851
11516, 174.6393, -48.3697
11517, 174.6413, -48.3554
11518, 174.6176, -48.3707
11519, 174.6197, -48.3564
11520, 174.9460, -48.3266
11521, 174.9479, -48.3123
11522, 174.9244, -48.3277
11523, 174.9263, -48.3133
11524, 174.9498, -48.2979
11525, 174.9518, -48.2836
11526, 174.9282, -48.2990
11527, 174.9302, -48.2846
11528, 174.9028, -48.3287
11529, 174.9047, -48.3144
11530, 174.8811, -48.3298
11531, 174.8831, -48.3154
11532, 174.9066, -48.3000
11533, 174.9086, -48.2857
11534, 174.8850, -48.3011
11535, 174.8870, -48.2867
11536, 174.9537, -48.2692
11537, 174.9556, -48.2548
11538, 174.9321, -48.2703
11539, 174.9340, -48.2559
11540, 174.9575, -48.2405
11541, 174.9594, -48.2261
11542, 174.9359, -48.2416
11543, 174.9379, -48.2272
11544, 174.9105, -48.2713
11545, 174.9124, -48.2570
11546, 174.8889, -48.2724
11547, 174.8909, -48.2580
11548, 174.9144, -48.2426
11549, 174.9163, -48.2283
11550, 174.8928, -48.2437
11551, 174.8947, -48.2293
11552, 174.8595, -48.3308
11553, 174.8615, -48.3165
11554, 174.8379, -48.3319
11555, 174.8399, -48.3175
11556, 174.8634, -48.3021
11557, 174.8654, -48.2878
11558, 174.8418, -48.3032
11559, 174.8438, -48.2888
11560, 174.8163, -48.3329
11561, 174.8183, -48.3185
11562, 174.7947, -48.3339
11563, 174.7966, -48.3196
11564, 174.8202, -48.3042
11565, 174.8222, -48.2898
11566, 174.7986, -48.3052
11567, 174.8006, -48.2909
11568, 174.8673, -48.2734
11569, 174.8693, -48.2591
11570, 174.8457, -48.2745
11571, 174.8477, -48.2601
11572, 174.8712, -48.2447
11573, 174.8732, -48.2304
11574, 174.8496, -48.2458
11575, 174.8516, -48.2314
11576, 174.8241, -48.2755
11577, 174.8261, -48.2611
11578, 174.8025, -48.2765
11579, 174.8045, -48.2622
11580, 174.8280, -48.2468
11581, 174.8300, -48.2324
11582, 174.8065, -48.2478
11583, 174.8084, -48.2335
11584, 174.9614, -48.2118
11585, 174.9633, -48.1974
11586, 174.9398, -48.2128
11587, 174.9417, -48.1985
11588, 174.9652, -48.1831
11589, 174.9671, -48.1687
11590, 174.9436, -48.1841
11591, 174.9456, -48.1698
11592, 174.9182, -48.2139
11593, 174.9202, -48.1996
11594, 174.8967, -48.2150
11595, 174.8986, -48.2006
11596, 174.9221, -48.1852
11597, 174.9240, -48.1708
11598, 174.9005, -48.1863
11599, 174.9025, -48.1719
11600, 174.9690, -48.1544
11601, 174.9709, -48.1400
11602, 174.9475, -48.1554
11603, 174.9494, -48.1411
11604, 174.9728, -48.1257
11605, 174.9747, -48.1113
11606, 174.9513, -48.1267
11607, 174.9532, -48.1124
11608, 174.9259, -48.1565
11609, 174.9279, -48.1421
11610, 174.9044, -48.1576
11611, 174.9063, -48.1432
11612, 174.9298, -48.1278
11613, 174.9317, -48.1134
11614, 174.9082, -48.1288
11615, 174.9102, -48.1145
11616, 174.8751, -48.2160
11617, 174.8770, -48.2017
11618, 174.8535, -48.2171
11619, 174.8555, -48.2027
11620, 174.8790, -48.1873
11621, 174.8809, -48.1730
11622, 174.8574, -48.1883
11623, 174.8594, -48.1740
11624, 174.8320, -48.2181
